date,period,price,volume
2021-04-26,2,48.75,1166.9
2021-04-26,3,51.165,1359.9499999999998
2021-04-26,4,52.625,1659.3
2021-04-26,5,51.705,1675.15
2021-04-26,6,50.675,1826.45
2021-04-26,7,60.629999999999995,1922.05
2021-04-26,8,70.015,1905.15
2021-04-26,9,76.09,1710.1
2021-04-26,10,79.38499999999999,2219.05
2021-04-26,11,74.47,2345.35
2021-04-26,12,55.725,2725.8
2021-04-26,13,58.05,2695.45
2021-04-26,14,56.425,4381.9
2021-04-26,15,53.76,4523.3
2021-04-26,16,49.155,2305.2
2021-04-26,17,47.614999999999995,2339.8
2021-04-26,18,71.11500000000001,3298.9
2021-04-26,19,79.975,2754.6
2021-04-26,20,90.15,2184.2
2021-04-26,21,86.355,2048.0
2021-04-26,22,76.36,2075.85
2021-04-26,23,63.215,2325.0
2021-04-26,24,43.18,1252.25
2021-04-27,1,47.78,2010.3
2021-04-27,2,52.565,1213.4
2021-04-27,3,47.47,1054.6
2021-04-27,4,42.905,770.6500000000001
2021-04-27,5,54.455,1199.5
2021-04-27,6,68.86500000000001,2367.85
2021-04-27,7,69.07,3489.3500000000004
2021-04-27,8,70.31,2100.7
2021-04-27,9,78.405,2244.1
2021-04-27,10,73.295,2789.6000000000004
2021-04-27,11,79.265,2789.0
2021-04-27,12,60.805,2977.35
2021-04-27,13,58.870000000000005,3361.05
2021-04-27,14,57.584999999999994,3720.35
2021-04-27,15,56.21,3913.55
2021-04-27,16,65.47,3869.6499999999996
2021-04-27,17,69.285,4126.5
2021-04-27,18,81.185,3711.2
2021-04-27,19,80.275,3392.55
2021-04-27,20,78.725,2230.4
2021-04-27,21,67.11,2116.55
2021-04-27,22,68.09,2689.25
2021-04-27,23,65.405,3253.1
2021-04-27,24,59.644999999999996,1878.45
2021-04-28,1,50.765,1464.15
2021-04-28,2,52.379999999999995,1358.05
2021-04-28,3,48.019999999999996,1636.4
2021-04-28,4,55.144999999999996,1981.55
2021-04-28,5,58.254999999999995,2181.8999999999996
2021-04-28,6,59.74,2200.25
2021-04-28,7,66.815,2611.95
2021-04-28,8,75.58500000000001,2373.6499999999996
2021-04-28,9,76.78,2473.8
2021-04-28,10,64.68,2624.5
2021-04-28,11,57.435,2768.95
2021-04-28,12,65.97,3218.65
2021-04-28,13,67.13,3980.3500000000004
2021-04-28,14,63.205,3352.6
2021-04-28,15,62.085,3043.05
2021-04-28,16,71.755,2247.5
2021-04-28,17,84.33,2519.95
2021-04-28,18,90.89500000000001,2938.0
2021-04-28,19,85.635,3268.3999999999996
2021-04-28,20,85.38,2545.45
2021-04-28,21,88.05,2699.75
2021-04-28,22,79.19,2539.8999999999996
2021-04-28,23,70.19,2638.7
2021-04-28,24,63.44,1432.4
2021-04-29,1,60.185,1250.15
2021-04-29,2,59.835,1319.35
2021-04-29,3,64.035,1323.1
2021-04-29,4,69.045,1324.85
2021-04-29,5,67.02000000000001,1696.0
2021-04-29,6,61.71,2690.1000000000004
2021-04-29,7,70.195,2232.5
2021-04-29,8,86.13499999999999,2480.15
2021-04-29,9,88.25999999999999,2389.9
2021-04-29,10,80.755,3660.85
2021-04-29,11,80.385,4496.6
2021-04-29,12,79.905,2883.05
2021-04-29,13,86.45,3222.65
2021-04-29,14,83.66,2602.25
2021-04-29,15,79.395,2765.3500000000004
2021-04-29,16,81.965,2469.95
2021-04-29,17,78.51,2684.55
2021-04-29,18,95.11,1693.65
2021-04-29,19,95.745,1817.8
2021-04-29,20,92.61,1805.5500000000002
2021-04-29,21,94.14500000000001,1709.9
2021-04-29,22,84.355,1841.8000000000002
2021-04-29,23,72.3,2300.5
2021-04-29,24,73.97,1140.6999999999998
2021-04-30,1,73.345,930.95
2021-04-30,2,72.03,816.45
2021-04-30,3,63.125,1218.05
2021-04-30,4,62.3,1492.45
2021-04-30,5,69.06,1751.5
2021-04-30,6,69.36500000000001,1857.85
2021-04-30,7,66.77000000000001,2371.6000000000004
2021-04-30,8,99.685,1739.05
2021-04-30,9,112.425,2342.95
2021-04-30,10,89.925,2416.65
2021-04-30,11,80.185,2655.45
2021-04-30,12,76.495,2344.0
2021-04-30,13,87.755,2689.5
2021-04-30,14,82.795,2101.25
2021-04-30,15,73.79,2279.2
2021-04-30,16,75.345,1721.4
2021-04-30,17,93.98,1802.15
2021-04-30,18,114.69999999999999,2343.8
2021-04-30,19,119.18,2346.55
2021-04-30,20,104.85,2491.3500000000004
2021-04-30,21,114.795,2631.1
2021-04-30,22,105.6,2507.6000000000004
2021-04-30,23,96.46000000000001,2442.6
2021-04-30,24,82.445,998.5
2021-05-01,1,74.92,767.75
2021-05-01,2,64.445,700.75
2021-05-01,3,67.54,990.45
2021-05-01,4,67.495,810.3
2021-05-01,5,56.040000000000006,655.25
2021-05-01,6,52.82,944.55
2021-05-01,7,64.97999999999999,1394.8000000000002
2021-05-01,8,61.644999999999996,1297.0
2021-05-01,9,66.265,1567.3
2021-05-01,10,69.96000000000001,2674.95
2021-05-01,11,70.02,1977.65
2021-05-01,12,77.83,1448.4
2021-05-01,13,81.20500000000001,1793.4
2021-05-01,14,71.345,2256.15
2021-05-01,15,65.725,3051.1
2021-05-01,16,67.06,1859.05
2021-05-01,17,67.94999999999999,1795.9
2021-05-01,18,69.425,1311.85
2021-05-01,19,83.76,1205.45
2021-05-01,20,83.125,816.25
2021-05-01,21,79.60499999999999,896.65
2021-05-01,22,91.475,808.4
2021-05-01,23,85.75,1270.85
2021-05-01,24,72.875,1216.55
2021-05-02,1,77.09,1007.4000000000001
2021-05-02,2,76.55,905.4
2021-05-02,3,72.85,833.45
2021-05-02,4,71.905,880.0
2021-05-02,5,72.9,734.45
2021-05-02,6,73.2,675.8
2021-05-02,7,73.38,638.45
2021-05-02,8,77.50999999999999,1182.85
2021-05-02,9,78.265,1101.85
2021-05-02,10,83.455,740.75
2021-05-02,11,83.035,1109.2
2021-05-02,12,84.86,1547.9
2021-05-02,13,86.295,1515.0500000000002
2021-05-02,14,83.82,1318.4
2021-05-02,15,80.785,1395.25
2021-05-02,16,81.12,1142.65
2021-05-02,17,80.63,1871.6
2021-05-02,18,87.535,1613.1999999999998
2021-05-02,19,95.80000000000001,1446.4
2021-05-02,20,101.745,1764.4499999999998
2021-05-02,21,109.42,2157.7
2021-05-02,22,97.795,2324.5
2021-05-02,23,83.66499999999999,2205.0
2021-05-02,24,66.41,1407.5
2021-05-03,1,65.38,1246.8
2021-05-03,2,66.74000000000001,957.95
2021-05-03,3,64.935,1026.45
2021-05-03,4,57.05,1899.2
2021-05-03,5,56.715,1459.5
2021-05-03,6,62.730000000000004,1779.0
2021-05-03,7,68.24000000000001,1856.6000000000001
2021-05-03,8,61.125,2107.7
2021-05-03,9,62.839999999999996,2378.1499999999996
2021-05-03,10,52.26,1953.25
2021-05-03,11,56.545,2670.4
2021-05-03,12,55.86,2697.8
2021-05-03,13,55.035,2820.25
2021-05-03,14,52.81,2432.75
2021-05-03,15,49.485,2911.95
2021-05-03,16,43.05,2672.5
2021-05-03,17,54.224999999999994,2959.85
2021-05-03,18,71.19999999999999,2867.15
2021-05-03,19,75.44,2243.35
2021-05-03,20,80.015,1951.2
2021-05-03,21,78.225,1788.1999999999998
2021-05-03,22,82.46000000000001,1808.6999999999998
2021-05-03,23,65.94,2872.6000000000004
2021-05-03,24,30.599999999999998,2108.25
2021-05-04,1,3.095,1561.6
2021-05-04,2,-9.844999999999999,2051.75
2021-05-04,3,-27.89,2240.7
2021-05-04,4,-39.650000000000006,1939.0
2021-05-04,5,-32.99,2081.4
2021-05-04,6,-3.405,1617.8
2021-05-04,7,23.185000000000002,2656.55
2021-05-04,8,60.625,2704.55
2021-05-04,9,69.435,2786.7
2021-05-04,10,70.68,2836.0
2021-05-04,11,71.245,3179.95
2021-05-04,12,71.46,2886.35
2021-05-04,13,72.46000000000001,3342.4
2021-05-04,14,64.255,3776.4
2021-05-04,15,65.465,3801.55
2021-05-04,16,64.55,2901.05
2021-05-04,17,58.89,3830.45
2021-05-04,18,54.13,3072.2
2021-05-04,19,62.655,3921.95
2021-05-04,20,75.62,3388.8999999999996
2021-05-04,21,80.685,3066.8
2021-05-04,22,82.495,2862.15
2021-05-04,23,68.32,2237.15
2021-05-04,24,81.16,905.5
2021-05-05,1,76.21000000000001,934.8499999999999
2021-05-05,2,80.455,1175.95
2021-05-05,3,80.055,1130.65
2021-05-05,4,72.70500000000001,1426.65
2021-05-05,5,69.115,1339.8
2021-05-05,6,69.815,1378.8
2021-05-05,7,68.695,2143.7
2021-05-05,8,82.56,1946.15
2021-05-05,9,77.965,2274.6
2021-05-05,10,52.56,2854.6499999999996
2021-05-05,11,62.05,3505.1499999999996
2021-05-05,12,71.88,3532.6000000000004
2021-05-05,13,77.675,3434.05
2021-05-05,14,74.67,3435.3
2021-05-05,15,74.745,3952.7
2021-05-05,16,84.07499999999999,2984.8
2021-05-05,17,102.24000000000001,2867.2
2021-05-05,18,107.505,2776.55
2021-05-05,19,100.97,2495.55
2021-05-05,20,104.245,2475.95
2021-05-05,21,108.22999999999999,2597.65
2021-05-05,22,105.62,2072.35
2021-05-05,23,84.875,1861.35
2021-05-05,24,46.379999999999995,906.8000000000001
2021-05-06,1,66.505,1159.1
2021-05-06,2,61.239999999999995,1337.85
2021-05-06,3,56.455,1790.5
2021-05-06,4,65.81,1495.1
2021-05-06,5,65.975,1106.7
2021-05-06,6,63.58,1088.65
2021-05-06,7,58.519999999999996,2179.45
2021-05-06,8,105.43,1620.3
2021-05-06,9,116.055,1955.2
2021-05-06,10,87.61500000000001,3533.3500000000004
2021-05-06,11,93.68,2995.55
2021-05-06,12,73.92,2981.65
2021-05-06,13,83.72,3306.65
2021-05-06,14,68.68,3803.75
2021-05-06,15,73.4,3774.2
2021-05-06,16,67.645,3152.2
2021-05-06,17,69.095,2725.5
2021-05-06,18,75.415,3310.5
2021-05-06,19,84.945,3040.1499999999996
2021-05-06,20,97.955,1749.3
2021-05-06,21,98.32,2202.8
2021-05-06,22,91.685,2103.5
2021-05-06,23,80.32499999999999,2421.35
2021-05-06,24,57.17,1447.0
2021-05-07,1,58.25,1785.1
2021-05-07,2,63.37,2273.75
2021-05-07,3,65.66999999999999,2245.55
2021-05-07,4,66.175,1167.05
2021-05-07,5,66.50999999999999,1183.5
2021-05-07,6,74.205,1219.25
2021-05-07,7,78.65,1782.5
2021-05-07,8,97.88,2678.0
2021-05-07,9,93.595,3073.5
2021-05-07,10,88.21000000000001,2626.3999999999996
2021-05-07,11,79.63,2969.4
2021-05-07,12,71.13,4021.75
2021-05-07,13,71.31,3755.05
2021-05-07,14,62.56,3340.2
2021-05-07,15,61.035,3816.15
2021-05-07,16,61.07,3157.9
2021-05-07,17,61.465,3532.8500000000004
2021-05-07,18,65.495,2881.0
2021-05-07,19,62.43,3308.5
2021-05-07,20,64.415,2333.1000000000004
2021-05-07,21,61.045,2870.0
2021-05-07,22,65.78999999999999,2498.3
2021-05-07,23,68.465,2108.7
2021-05-07,24,78.845,2762.1499999999996
2021-05-08,1,74.41,1955.15
2021-05-08,2,78.955,1325.35
2021-05-08,3,74.83500000000001,1668.4
2021-05-08,4,74.655,1509.5
2021-05-08,5,74.445,1191.6
2021-05-08,6,67.035,1487.1
2021-05-08,7,63.295,2082.05
2021-05-08,8,70.175,1987.0
2021-05-08,9,76.16,2016.85
2021-05-08,10,80.00999999999999,1914.1
2021-05-08,11,79.12,2191.1
2021-05-08,12,70.80000000000001,2042.25
2021-05-08,13,70.76499999999999,2345.7
2021-05-08,14,69.66499999999999,2424.8
2021-05-08,15,69.845,2303.95
2021-05-08,16,79.975,2011.55
2021-05-08,17,82.46000000000001,1688.55
2021-05-08,18,91.015,1675.9
2021-05-08,19,90.43,1723.2
2021-05-08,20,90.105,1530.5
2021-05-08,21,89.715,1232.45
2021-05-08,22,88.785,1319.45
2021-05-08,23,82.905,2056.0
2021-05-08,24,85.53999999999999,1272.6
2021-05-09,1,52.025,1620.8
2021-05-09,2,40.72,1219.6999999999998
2021-05-09,3,58.25,1253.9
2021-05-09,4,52.8,1139.15
2021-05-09,5,42.105000000000004,1389.1
2021-05-09,6,20.6,1390.0
2021-05-09,7,20.145,1403.6999999999998
2021-05-09,8,25.345,1418.95
2021-05-09,9,60.67,1682.1
2021-05-09,10,74.79,1992.3
2021-05-09,11,74.065,2222.6499999999996
2021-05-09,12,73.67,2304.25
2021-05-09,13,76.34,2224.55
2021-05-09,14,72.05000000000001,1525.2
2021-05-09,15,77.25999999999999,1732.45
2021-05-09,16,81.49000000000001,1706.6
2021-05-09,17,81.06,1505.25
2021-05-09,18,66.55499999999999,1706.4
2021-05-09,19,61.980000000000004,2000.1999999999998
2021-05-09,20,68.545,1930.4
2021-05-09,21,70.93,1778.5
2021-05-09,22,84.155,1382.8
2021-05-09,23,73.38,1856.4
2021-05-09,24,79.57,1372.6
2021-05-10,1,77.58500000000001,1178.1
2021-05-10,2,88.28,865.1
2021-05-10,3,88.195,882.9
2021-05-10,4,88.33,872.2
2021-05-10,5,87.69,1048.4
2021-05-10,6,81.44,1093.1
2021-05-10,7,96.675,1910.2
2021-05-10,8,91.745,2031.05
2021-05-10,9,88.905,2260.6
2021-05-10,10,87.50999999999999,2218.65
2021-05-10,11,83.80000000000001,2441.75
2021-05-10,12,68.35,2175.5
2021-05-10,13,69.375,1825.25
2021-05-10,14,61.235,2272.7
2021-05-10,15,60.925,2301.05
2021-05-10,16,57.635000000000005,1651.25
2021-05-10,17,53.295,1720.1999999999998
2021-05-10,18,58.315,1630.0
2021-05-10,19,60.03,1439.1
2021-05-10,20,66.77000000000001,1937.35
2021-05-10,21,67.97999999999999,1806.05
2021-05-10,22,60.455,1667.4
2021-05-10,23,65.075,2803.3
2021-05-10,24,56.355,2138.85
2021-05-11,1,55.980000000000004,1409.6999999999998
2021-05-11,2,58.285,1259.05
2021-05-11,3,58.019999999999996,1493.5
2021-05-11,4,55.650000000000006,1579.45
2021-05-11,5,59.0,1841.45
2021-05-11,6,60.215,1899.85
2021-05-11,7,61.605,2211.45
2021-05-11,8,66.5,2228.05
2021-05-11,9,68.705,3094.05
2021-05-11,10,53.08,2828.25
2021-05-11,11,54.51,4744.5
2021-05-11,12,52.885,4102.0
2021-05-11,13,56.64,4166.0
2021-05-11,14,58.94,3538.5
2021-05-11,15,61.585,3635.7
2021-05-11,16,57.345,2332.25
2021-05-11,17,67.21000000000001,3004.95
2021-05-11,18,93.4,2163.15
2021-05-11,19,96.265,2831.5
2021-05-11,20,93.22999999999999,2301.75
2021-05-11,21,94.86,1901.6
2021-05-11,22,83.05,1814.85
2021-05-11,23,70.86500000000001,3121.45
2021-05-11,24,61.39,1319.15
2021-05-12,1,64.865,1231.35
2021-05-12,2,62.495,1562.65
2021-05-12,3,63.375,1498.15
2021-05-12,4,64.13499999999999,832.2
2021-05-12,5,56.08,1341.0
2021-05-12,6,74.58,1049.55
2021-05-12,7,78.83500000000001,1801.25
2021-05-12,8,95.25999999999999,2123.55
2021-05-12,9,98.82499999999999,2472.2
2021-05-12,10,96.265,2683.5
2021-05-12,11,98.24,2831.95
2021-05-12,12,92.695,2085.6
2021-05-12,13,81.92,2344.65
2021-05-12,14,77.38,2318.25
2021-05-12,15,80.475,2214.55
2021-05-12,16,89.125,1909.7
2021-05-12,17,97.72999999999999,2161.5
2021-05-12,18,98.37,2126.0
2021-05-12,19,102.61500000000001,2434.25
2021-05-12,20,91.105,1435.65
2021-05-12,21,85.86500000000001,2004.1
2021-05-12,22,77.08,1872.0
2021-05-12,23,72.705,2656.3
2021-05-12,24,71.955,877.75
2021-05-13,1,68.63499999999999,913.2
2021-05-13,2,70.07,987.3499999999999
2021-05-13,3,71.125,791.95
2021-05-13,4,60.144999999999996,774.7
2021-05-13,5,60.85,1439.3
2021-05-13,6,61.195,960.45
2021-05-13,7,60.24,1511.75
2021-05-13,8,60.315,1519.5
2021-05-13,9,87.02,2362.5
2021-05-13,10,99.345,2094.4
2021-05-13,11,94.67500000000001,2086.0
2021-05-13,12,96.255,1384.5
2021-05-13,13,92.785,1693.0
2021-05-13,14,76.805,1932.15
2021-05-13,15,63.515,1822.9
2021-05-13,16,60.26,2054.1
2021-05-13,17,78.935,1638.5
2021-05-13,18,91.33,2687.7
2021-05-13,19,100.36500000000001,2683.6
2021-05-13,20,90.045,2193.25
2021-05-13,21,80.35,2177.3
2021-05-13,22,80.695,2331.85
2021-05-13,23,77.015,2816.05
2021-05-13,24,73.03999999999999,1614.95
2021-06-16,1,79.495,1733.0
2021-06-16,2,71.975,1779.0
2021-06-16,3,67.03999999999999,1875.85
2021-06-16,4,60.11,1529.95
2021-06-16,5,58.075,1544.35
2021-06-16,6,68.07499999999999,1505.4
2021-06-16,7,68.795,2173.15
2021-06-16,8,64.435,1988.85
2021-06-16,9,71.53,2025.05
2021-06-16,10,73.29,2070.9
2021-06-16,11,80.11,1865.8000000000002
2021-06-16,12,78.405,2078.95
2021-06-16,13,76.05000000000001,2013.6000000000001
2021-06-16,14,65.185,1841.05
2021-06-16,15,75.245,1872.55
2021-06-16,16,72.715,1826.5
2021-06-16,17,94.25,1936.15
2021-06-16,18,116.65,2169.5
2021-06-16,19,118.68,2294.2
2021-06-16,20,117.35499999999999,2008.6499999999999
2021-06-16,21,117.905,2188.6
2021-06-16,22,114.38,2492.1
2021-06-16,23,97.625,2063.75
2021-06-16,24,84.58,1641.7
2021-06-17,1,83.44999999999999,1314.4499999999998
2021-06-17,2,70.285,1581.9
2021-06-17,3,65.86000000000001,1562.95
2021-06-17,4,73.36500000000001,1266.1
2021-06-17,5,71.405,1263.15
2021-06-17,6,69.28999999999999,1152.4499999999998
2021-06-17,7,65.265,1663.5500000000002
2021-06-17,8,109.64,1393.75
2021-06-17,9,127.24,1303.9
2021-06-17,10,127.215,950.6
2021-06-17,11,122.71000000000001,1971.4
2021-06-17,12,111.91499999999999,2814.9
2021-06-17,13,102.855,3424.4
2021-06-17,14,77.28,3575.25
2021-06-17,15,82.88999999999999,3255.8
2021-06-17,16,90.035,1913.55
2021-06-17,17,95.72999999999999,2140.7
2021-06-17,18,107.77,2313.55
2021-06-17,19,111.975,2753.3
2021-06-17,20,99.92,3041.3500000000004
2021-06-17,21,91.16,3034.2
2021-06-17,22,73.41,3004.95
2021-06-17,23,73.32,2886.4
2021-06-17,24,67.93,1525.7
2021-06-18,1,67.255,1355.95
2021-06-18,2,67.58,1422.3
2021-06-18,3,72.82,1383.1
2021-06-18,4,74.86,883.8
2021-06-18,5,74.95500000000001,1410.5
2021-06-18,6,76.57,1143.4
2021-06-18,7,84.85499999999999,2031.65
2021-06-18,8,82.945,2538.65
2021-06-18,9,81.315,3069.3
2021-06-18,10,86.58000000000001,3924.0
2021-06-18,11,83.22999999999999,4527.25
2021-06-18,12,91.2,3652.25
2021-06-18,13,92.44,3355.6000000000004
2021-06-18,14,95.155,3435.4
2021-06-18,15,94.935,4106.6
2021-06-18,16,93.185,3973.05
2021-06-18,17,86.75,3977.35
2021-06-18,18,93.72,3621.5
2021-06-18,19,94.15,3964.55
2021-06-18,20,96.12,2801.8
2021-06-18,21,81.22,3057.4
2021-06-18,22,70.08,2562.55
2021-06-18,23,80.13,2261.35
2021-06-18,24,88.39,949.55
2021-06-19,1,80.13,808.7
2021-06-19,2,69.975,1199.4
2021-06-19,3,76.125,708.75
2021-06-19,4,81.03,750.8
2021-06-19,5,81.195,932.9
2021-06-19,6,80.21000000000001,1625.15
2021-06-19,7,86.91,2057.55
2021-06-19,8,94.13,1795.85
2021-06-19,9,102.58500000000001,1880.45
2021-06-19,10,112.95,1904.1999999999998
2021-06-19,11,112.735,1809.6
2021-06-19,12,104.82499999999999,1570.05
2021-06-19,13,103.97999999999999,1385.3
2021-06-19,14,100.98,1427.55
2021-06-19,15,98.20500000000001,1721.85
2021-06-19,16,76.875,1191.9499999999998
2021-06-19,17,87.64,1390.25
2021-06-19,18,100.755,993.7
2021-06-19,19,100.645,1562.4499999999998
2021-06-19,20,93.295,1396.0
2021-06-19,21,94.815,1701.55
2021-06-19,22,84.525,2023.9499999999998
2021-06-19,23,82.36,3085.25
2021-06-19,24,83.135,1301.8000000000002
2021-06-20,1,68.67,845.3499999999999
2021-06-20,2,67.96000000000001,1288.8000000000002
2021-06-20,3,71.305,1323.85
