time,lat,lon,screenTemperature,windSpeed10m,humidity,cloud_cover,significantWeatherCode,uvIndex
2021-05-08T01:00Z,52.1051,-3.668,7.011000000000024,6.17,0.76,0.75,11,
2021-05-08T02:00Z,52.1051,-3.668,6.411000000000001,7.2,0.87,0.75,12,
2021-05-08T03:00Z,52.1051,-3.668,6.211000000000013,8.23,0.93,0.75,12,
2021-05-08T04:00Z,52.1051,-3.668,6.261000000000024,8.23,1.0,0.75,12,
2021-05-08T05:00Z,52.1051,-3.668,7.441000000000031,2.68,0.96,1.0,12,
2021-05-08T06:00Z,52.1051,-3.668,9.131000000000029,3.13,0.96,1.0,12,
2021-05-08T07:00Z,52.1051,-3.668,10.781000000000006,1.34,0.96,1.0,12,
2021-05-08T08:00Z,52.1051,-3.668,11.920999999999992,3.58,0.97,1.0,12,
2021-05-08T09:00Z,52.1051,-3.668,12.211000000000013,4.92,0.96,1.0,12,
2021-05-08T10:00Z,52.1051,-3.668,12.211000000000013,6.26,0.96,1.0,12,
2021-05-08T11:00Z,52.1051,-3.668,12.511000000000024,6.26,0.96,1.0,12,
2021-05-08T12:00Z,52.1051,-3.668,12.211000000000013,7.6,0.96,1.0,12,
2021-05-08T13:00Z,52.1051,-3.668,12.211000000000013,5.81,0.96,1.0,12,
2021-05-08T14:00Z,52.1051,-3.668,12.211000000000013,5.81,0.96,1.0,12,
2021-05-08T15:00Z,52.1051,-3.668,12.211000000000013,4.92,0.95,1.0,12,
2021-05-08T16:00Z,52.1051,-3.668,12.180999999999983,3.58,0.96,1.0,12,
2021-05-08T17:00Z,52.1051,-3.668,12.180999999999983,4.47,0.96,1.0,12,
2021-05-08T18:00Z,52.1051,-3.668,11.920999999999992,3.58,0.96,1.0,12,
2021-05-08T19:00Z,52.1051,-3.668,12.180999999999983,4.92,0.97,1.0,12,
2021-05-08T20:00Z,52.1051,-3.668,12.180999999999983,3.13,0.97,1.0,12,
2021-05-08T21:00Z,52.1051,-3.668,12.480999999999996,5.81,0.96,1.0,12,
2021-05-08T22:00Z,52.1051,-3.668,12.471000000000004,5.36,0.96,1.0,12,
2021-05-08T23:00Z,52.1051,-3.668,11.90100000000001,4.02,0.96,1.0,12,
2021-05-09T00:00Z,52.1051,-3.668,11.36099999999999,4.47,0.96,1.0,12,
2021-05-09T01:00Z,52.1051,-3.668,10.831000000000016,1.34,0.93,1.0,12,
2021-05-09T02:00Z,52.1051,-3.668,10.881000000000029,8.23,0.93,0.75,12,
2021-05-09T03:00Z,52.1051,-3.668,10.471000000000004,8.23,0.93,0.75,12,
2021-05-09T04:00Z,52.1051,-3.668,9.911,9.77,0.93,0.75,12,
2021-05-09T05:00Z,52.1051,-3.668,9.691000000000033,3.13,0.95,1.0,12,
2021-05-09T06:00Z,52.1051,-3.668,9.990999999999984,3.58,0.94,0.96,12,
2021-05-09T07:00Z,52.1051,-3.668,10.511000000000024,4.47,0.93,0.84,12,
2021-05-09T08:00Z,52.1051,-3.668,11.081000000000016,4.92,0.91,0.9,12,
2021-05-09T09:00Z,52.1051,-3.668,11.920999999999992,5.36,0.9,0.93,12,
2021-05-09T10:00Z,52.1051,-3.668,12.441000000000033,4.92,0.87,0.94,12,
2021-05-09T11:00Z,52.1051,-3.668,13.841000000000008,6.71,0.82,0.95,12,
2021-05-09T12:00Z,52.1051,-3.668,14.11099999999999,7.6,0.79,0.96,11,
2021-05-09T13:00Z,52.1051,-3.668,14.411,8.49,0.77,1.0,11,
2021-05-09T14:00Z,52.1051,-3.668,13.321000000000026,8.05,0.78,1.0,11,
2021-05-09T15:00Z,52.1051,-3.668,13.061000000000035,7.6,0.81,1.0,12,
2021-05-09T16:00Z,52.1051,-3.668,13.86099999999999,7.6,0.78,1.0,11,
2021-05-09T17:00Z,52.1051,-3.668,13.591000000000008,8.05,0.79,0.97,11,
2021-05-09T18:00Z,52.1051,-3.668,12.501000000000031,7.15,0.78,0.97,11,
2021-05-09T19:00Z,52.1051,-3.668,11.920999999999992,3.58,0.84,0.72,12,
2021-05-09T20:00Z,52.1051,-3.668,11.89100000000002,4.47,0.86,0.96,12,
2021-05-09T21:00Z,52.1051,-3.668,11.351,4.47,0.87,0.97,12,
2021-05-09T22:00Z,52.1051,-3.668,11.101,4.47,0.87,0.98,12,
2021-05-09T23:00Z,52.1051,-3.668,10.65100000000001,8.23,0.87,0.75,12,
2021-05-10T00:00Z,52.1051,-3.668,10.36099999999999,9.77,0.87,0.4,2,
2021-05-10T01:00Z,52.1051,-3.668,10.351,9.26,0.87,0.4,2,
2021-05-10T02:00Z,52.1051,-3.668,10.131000000000029,11.32,0.87,0.75,12,
2021-05-10T03:00Z,52.1051,-3.668,10.131000000000029,8.75,0.93,0.75,12,
2021-05-10T04:00Z,52.1051,-3.668,9.90100000000001,9.77,0.93,0.75,12,
2021-05-10T05:00Z,52.1051,-3.668,9.670999999999992,4.02,0.95,1.0,12,
2021-05-10T06:00Z,52.1051,-3.668,9.961000000000013,4.47,0.94,1.0,12,
2021-05-10T07:00Z,52.1051,-3.668,10.221000000000004,4.47,0.93,1.0,12,
2021-05-10T08:00Z,52.1051,-3.668,11.071000000000026,5.81,0.91,0.97,12,
2021-05-10T09:00Z,52.1051,-3.668,11.071000000000026,5.81,0.89,0.98,12,
2021-05-10T10:00Z,52.1051,-3.668,12.381000000000029,10.8,0.87,0.4,3,
2021-05-10T11:00Z,52.1051,-3.668,12.39100000000002,12.86,0.87,0.75,12,
2021-05-10T12:00Z,52.1051,-3.668,12.351,5.36,0.68,0.99,8,
2021-05-10T13:00Z,52.1051,-3.668,13.851,9.39,0.75,0.75,11,
2021-05-10T14:00Z,52.1051,-3.668,13.601,8.94,0.78,0.55,11,
2021-05-10T15:00Z,52.1051,-3.668,13.591000000000008,8.94,0.78,0.51,11,
2021-05-10T16:00Z,52.1051,-3.668,12.211000000000013,4.02,0.71,0.49,3,
2021-05-10T17:00Z,52.1051,-3.668,11.841000000000008,2.24,0.72,0.47,3,
2021-05-10T18:00Z,52.1051,-3.668,11.821000000000026,13.38,0.76,0.75,11,
2021-05-10T19:00Z,52.1051,-3.668,10.480999999999996,5.81,0.86,0.42,3,
2021-05-10T20:00Z,52.1051,-3.668,9.980999999999996,5.36,0.86,0.79,12,
2021-05-10T21:00Z,52.1051,-3.668,10.011000000000024,1.79,0.81,0.73,12,
2021-05-10T22:00Z,52.1051,-3.668,8.600999999999999,1.34,0.82,0.7,12,
2021-05-10T23:00Z,52.1051,-3.668,9.911,9.26,0.82,0.4,2,
2021-05-11T00:00Z,52.1051,-3.668,9.821000000000026,9.26,0.87,0.65,12,
2021-05-11T01:00Z,52.1051,-3.668,9.420999999999992,8.75,0.87,0.34,2,
2021-05-11T02:00Z,52.1051,-3.668,9.420999999999992,9.26,0.81,0.2,0,
2021-05-11T03:00Z,52.1051,-3.668,7.870999999999981,8.23,0.87,0.4,2,
2021-05-11T04:00Z,52.1051,-3.668,9.170999999999992,8.75,0.87,0.75,12,
2021-05-11T05:00Z,52.1051,-3.668,7.661000000000001,8.23,0.87,0.2,1,
2021-05-11T06:00Z,52.1051,-3.668,8.290999999999997,1.79,0.93,0.51,12,
2021-05-11T07:00Z,52.1051,-3.668,8.841000000000008,2.24,0.9,0.84,12,
2021-05-11T08:00Z,52.1051,-3.668,10.800999999999988,2.68,0.82,0.99,12,
2021-05-11T09:00Z,52.1051,-3.668,12.211000000000013,2.68,0.79,0.96,11,
2021-05-11T10:00Z,52.1051,-3.668,11.071000000000026,4.02,0.8,0.9,11,
2021-05-11T11:00Z,52.1051,-3.668,12.771000000000017,4.92,0.69,0.89,7,
2021-05-11T12:00Z,52.1051,-3.668,13.821000000000026,4.02,0.67,0.9,7,
2021-05-11T13:00Z,52.1051,-3.668,11.091000000000008,2.24,0.59,0.68,3,
2021-05-11T14:00Z,52.1051,-3.668,11.86099999999999,0.45,0.56,0.61,3,
2021-05-11T15:00Z,52.1051,-3.668,12.311000000000035,5.81,0.46,0.7,3,
2021-05-11T16:00Z,52.1051,-3.668,12.511000000000024,2.24,0.63,0.66,3,
2021-05-11T17:00Z,52.1051,-3.668,9.930999999999983,0.45,0.9,0.73,12,
2021-05-11T18:00Z,52.1051,-3.668,10.561000000000035,0.89,0.81,0.77,12,
2021-05-11T19:00Z,52.1051,-3.668,9.40100000000001,0.45,0.88,0.96,12,
2021-05-11T20:00Z,52.1051,-3.668,8.550999999999988,0.89,0.93,0.92,12,
2021-05-11T21:00Z,52.1051,-3.668,8.61099999999999,1.33,0.79,0.91,11,
2021-05-11T22:00Z,52.1051,-3.668,8.411000000000001,5.66,0.81,0.9,12,
2021-05-11T23:00Z,52.1051,-3.668,8.011000000000024,6.17,0.81,0.75,12,
2021-05-12T00:00Z,52.1051,-3.668,7.201000000000022,5.14,0.76,0.75,11,
2021-05-12T01:00Z,52.1051,-3.668,5.321000000000026,1.73,0.89,0.44,2,
2021-05-12T02:00Z,52.1051,-3.668,6.021000000000015,1.46,0.91,0.46,2,
2021-05-12T03:00Z,52.1051,-3.668,6.850999999999999,6.69,0.93,0.4,2,
2021-05-12T04:00Z,52.1051,-3.668,7.021000000000015,6.17,0.93,0.75,12,
2021-05-12T05:00Z,52.1051,-3.668,7.441000000000031,0.45,1.0,0.74,12,
2021-05-12T06:00Z,52.1051,-3.668,8.261000000000024,2.69,1.0,0.78,12,
2021-05-12T07:00Z,52.1051,-3.668,8.841000000000008,1.79,0.97,0.67,12,
2021-05-12T08:00Z,52.1051,-3.668,10.221000000000004,2.68,0.94,0.93,12,
2021-05-12T09:00Z,52.1051,-3.668,11.101,2.68,0.86,0.88,12,
2021-05-12T10:00Z,52.1051,-3.668,12.511000000000024,3.58,0.76,0.82,11,
2021-05-12T11:00Z,52.1051,-3.668,12.11099999999999,2.24,0.67,0.83,7,
2021-05-12T12:00Z,52.1051,-3.668,12.591000000000008,5.14,0.71,0.86,11,
2021-05-12T13:00Z,52.1051,-3.668,13.011000000000024,4.63,0.71,0.2,1,
2021-05-12T14:00Z,52.1051,-3.668,13.351,3.6,0.67,0.98,8,
2021-05-12T15:00Z,52.1051,-3.668,10.571000000000026,2.7,0.59,0.98,8,
2021-05-12T16:00Z,52.1051,-3.668,10.101,2.36,0.6,0.99,8,
2021-05-12T17:00Z,52.1051,-3.668,9.441000000000033,2.03,0.66,0.99,8,
2021-05-12T18:00Z,52.1051,-3.668,8.751000000000033,1.61,0.77,0.99,11,
2021-05-12T19:00Z,52.1051,-3.668,7.631000000000029,1.74,0.83,1.0,12,
2021-05-12T20:00Z,52.1051,-3.668,6.61099999999999,1.65,0.86,1.0,12,
2021-05-12T21:00Z,52.1051,-3.668,6.191000000000031,1.71,0.87,1.0,12,
2021-05-12T22:00Z,52.1051,-3.668,6.021000000000015,1.84,0.88,1.0,12,
2021-05-12T23:00Z,52.1051,-3.668,5.9909999999999854,1.64,0.9,1.0,12,
2021-05-13T00:00Z,52.1051,-3.668,6.2409999999999854,1.77,0.92,1.0,12,
2021-05-13T01:00Z,52.1051,-3.668,5.781000000000006,1.95,0.92,1.0,12,
2021-05-13T02:00Z,52.1051,-3.668,5.081000000000017,2.15,0.93,1.0,12,
2021-05-13T03:00Z,52.1051,-3.668,4.781000000000006,2.28,0.94,1.0,12,
2021-05-13T04:00Z,52.1051,-3.668,4.620999999999981,2.45,0.95,1.0,12,
2021-05-13T05:00Z,52.1051,-3.668,3.9610000000000127,2.45,0.95,1.0,12,
2021-05-13T06:00Z,52.1051,-3.668,4.4010000000000105,2.43,0.95,1.0,12,
2021-05-13T07:00Z,52.1051,-3.668,4.870999999999981,3.13,0.92,1.0,12,
2021-05-13T08:00Z,52.1051,-3.668,5.001000000000033,2.81,0.95,1.0,12,
2021-05-13T09:00Z,52.1051,-3.668,6.040999999999997,3.22,0.92,1.0,12,
2021-05-13T10:00Z,52.1051,-3.668,6.920999999999992,3.95,0.9,1.0,12,
2021-05-13T11:00Z,52.1051,-3.668,7.800999999999988,5.21,0.85,1.0,12,
2021-05-13T12:00Z,52.1051,-3.668,8.831000000000017,4.31,0.9,1.0,12,
2021-05-13T13:00Z,52.1051,-3.668,8.951000000000022,3.42,0.92,1.0,12,
2021-05-13T14:00Z,52.1051,-3.668,8.920999999999992,4.04,0.89,1.0,12,
2021-05-13T15:00Z,52.1051,-3.668,9.881000000000029,4.72,0.84,1.0,12,
2021-05-13T16:00Z,52.1051,-3.668,8.591000000000008,4.63,0.84,1.0,12,
2021-05-13T17:00Z,52.1051,-3.668,7.951000000000022,4.28,0.85,1.0,12,
2021-05-13T18:00Z,52.1051,-3.668,7.790999999999997,3.56,0.87,1.0,12,
2021-05-13T19:00Z,52.1051,-3.668,7.350999999999999,3.04,0.91,1.0,12,
2021-05-13T20:00Z,52.1051,-3.668,9.40100000000001,2.24,0.96,1.0,12,
2021-05-13T21:00Z,52.1051,-3.668,9.420999999999992,2.68,0.96,1.0,12,
2021-05-13T22:00Z,52.1051,-3.668,9.480999999999996,1.66,0.91,1.0,12,
2021-05-13T23:00Z,52.1051,-3.668,9.061000000000035,1.68,0.91,1.0,12,
2021-05-14T00:00Z,52.1051,-3.668,9.011000000000024,4.12,0.93,0.9,12,
2021-05-14T01:00Z,52.1051,-3.668,8.761000000000024,2.57,1.0,0.9,12,
2021-05-14T02:00Z,52.1051,-3.668,9.581000000000016,3.09,0.93,0.9,12,
2021-05-14T03:00Z,52.1051,-3.668,9.311000000000035,3.6,1.0,0.9,12,
2021-05-14T04:00Z,52.1051,-3.668,9.311000000000035,3.6,1.0,0.9,12,
2021-05-14T05:00Z,52.1051,-3.668,8.581000000000017,1.74,1.0,1.0,12,
2021-05-14T06:00Z,52.1051,-3.668,8.300999999999988,1.51,1.0,0.97,12,
2021-05-14T07:00Z,52.1051,-3.668,8.850999999999999,1.38,1.0,0.83,12,
2021-05-14T08:00Z,52.1051,-3.668,9.691000000000033,0.45,1.0,1.0,12,
2021-05-14T09:00Z,52.1051,-3.668,10.841000000000008,0.45,0.97,1.0,12,
2021-05-14T10:00Z,52.1051,-3.668,11.661,0.45,0.89,0.99,12,
2021-05-14T11:00Z,52.1051,-3.668,12.800999999999988,0.89,0.81,0.99,12,
2021-05-14T12:00Z,52.1051,-3.668,13.37099999999998,2.68,0.8,0.99,11,
2021-05-14T13:00Z,52.1051,-3.668,14.730999999999996,2.24,0.79,0.93,11,
2021-05-14T14:00Z,52.1051,-3.668,14.15100000000001,3.58,0.78,0.9,11,
2021-05-14T15:00Z,52.1051,-3.668,12.730999999999996,3.58,0.86,0.93,12,
2021-05-14T16:00Z,52.1051,-3.668,13.061000000000035,2.68,0.82,0.95,12,
2021-05-14T17:00Z,52.1051,-3.668,13.031000000000006,3.58,0.79,0.96,11,
2021-05-14T18:00Z,52.1051,-3.668,11.661,3.13,0.81,0.97,12,
2021-05-14T19:00Z,52.1051,-3.668,11.101,3.58,0.85,1.0,12,
2021-05-14T20:00Z,52.1051,-3.668,10.550999999999988,2.24,0.89,1.0,12,
2021-05-14T21:00Z,52.1051,-3.668,10.271000000000017,1.87,0.9,1.0,12,
2021-05-14T22:00Z,52.1051,-3.668,9.071000000000026,1.53,0.9,1.0,12,
2021-05-14T23:00Z,52.1051,-3.668,9.251000000000031,1.56,0.9,1.0,12,
2021-05-15T00:00Z,52.1051,-3.668,9.050999999999988,5.14,0.87,0.4,2,
2021-05-15T01:00Z,52.1051,-3.668,8.800999999999988,3.6,0.87,0.75,12,
2021-05-15T02:00Z,52.1051,-3.668,8.531000000000006,4.12,0.81,0.75,12,
2021-05-15T03:00Z,52.1051,-3.668,8.331000000000017,4.12,0.81,0.75,12,
2021-05-15T04:00Z,52.1051,-3.668,8.350999999999999,4.12,0.87,0.75,12,
2021-05-15T05:00Z,52.1051,-3.668,8.001000000000033,0.89,0.96,1.0,12,
2021-05-15T06:00Z,52.1051,-3.668,8.281000000000006,1.79,0.96,1.0,12,
2021-05-15T07:00Z,52.1051,-3.668,8.581000000000017,1.34,0.96,1.0,12,
2021-05-15T08:00Z,52.1051,-3.668,8.841000000000008,1.79,0.96,1.0,12,
2021-05-15T09:00Z,52.1051,-3.668,11.920999999999992,1.79,0.89,1.0,12,
2021-05-15T10:00Z,52.1051,-3.668,11.61099999999999,2.68,0.89,1.0,12,
2021-05-15T11:00Z,52.1051,-3.668,12.821000000000026,3.13,0.8,0.98,11,
2021-05-15T12:00Z,52.1051,-3.668,12.771000000000017,4.02,0.84,0.98,12,
2021-05-15T13:00Z,52.1051,-3.668,11.601,2.24,0.86,1.0,12,
2021-05-15T14:00Z,52.1051,-3.668,11.86099999999999,0.45,0.92,1.0,12,
2021-05-15T15:00Z,52.1051,-3.668,12.381000000000029,2.68,0.92,1.0,12,
2021-05-15T16:00Z,52.1051,-3.668,13.001000000000031,0.45,0.92,0.96,12,
2021-05-15T17:00Z,52.1051,-3.668,12.441000000000033,3.13,0.91,0.96,12,
2021-05-15T18:00Z,52.1051,-3.668,11.64100000000002,2.24,0.89,0.9,12,
2021-05-15T19:00Z,52.1051,-3.668,11.081000000000016,2.24,0.9,0.3,1,
2021-05-15T20:00Z,52.1051,-3.668,10.221000000000004,2.24,0.91,0.2,0,
2021-05-15T21:00Z,52.1051,-3.668,9.040999999999997,2.82,0.94,0.21,0,
2021-05-15T22:00Z,52.1051,-3.668,8.790999999999997,2.73,0.94,0.26,0,
2021-05-15T23:00Z,52.1051,-3.668,9.341000000000008,7.2,0.93,0.75,12,
2021-05-16T00:00Z,52.1051,-3.668,10.911,7.72,0.93,0.75,12,
2021-05-16T01:00Z,52.1051,-3.668,10.101,7.72,0.93,0.75,12,
2021-05-16T02:00Z,52.1051,-3.668,10.180999999999983,7.72,0.93,0.75,12,
2021-05-16T03:00Z,52.1051,-3.668,10.670999999999992,7.72,0.93,0.4,2,
2021-05-16T04:00Z,52.1051,-3.668,10.670999999999992,8.23,0.93,0.75,12,
2021-05-16T05:00Z,52.1051,-3.668,8.230999999999995,1.9,1.0,0.97,12,
2021-05-16T06:00Z,52.1051,-3.668,8.831000000000017,0.89,1.0,0.98,12,
2021-05-16T07:00Z,52.1051,-3.668,9.701000000000022,1.34,1.0,1.0,12,
2021-05-16T08:00Z,52.1051,-3.668,9.980999999999996,1.34,1.0,1.0,12,
2021-05-16T09:00Z,52.1051,-3.668,10.131000000000029,7.72,0.87,0.75,12,
2021-05-16T10:00Z,52.1051,-3.668,11.851,0.89,0.92,1.0,12,
2021-05-16T11:00Z,52.1051,-3.668,12.980999999999996,1.79,0.9,1.0,12,
2021-05-16T12:00Z,52.1051,-3.668,12.771000000000017,0.45,0.83,1.0,12,
2021-05-16T13:00Z,52.1051,-3.668,13.550999999999988,0.45,0.87,0.93,12,
2021-05-16T14:00Z,52.1051,-3.668,12.971000000000004,2.13,0.89,0.95,12,
2021-05-16T15:00Z,52.1051,-3.668,13.521000000000017,1.34,0.89,0.96,12,
2021-05-16T16:00Z,52.1051,-3.668,13.001000000000031,2.24,0.88,0.97,12,
2021-05-16T17:00Z,52.1051,-3.668,13.321000000000026,2.68,0.77,0.98,11,
2021-05-16T18:00Z,52.1051,-3.668,12.480999999999996,2.68,0.83,0.98,12,
2021-05-16T19:00Z,52.1051,-3.668,11.331000000000016,2.24,0.88,1.0,12,
2021-05-16T20:00Z,52.1051,-3.668,8.881000000000029,0.89,0.91,1.0,12,
2021-05-16T21:00Z,52.1051,-3.668,8.811000000000035,1.95,0.94,0.99,12,
2021-05-16T22:00Z,52.1051,-3.668,8.321000000000026,1.61,0.94,0.94,12,
2021-05-16T23:00Z,52.1051,-3.668,8.691000000000031,1.61,0.89,0.85,12,
2021-05-17T00:00Z,52.1051,-3.668,8.831000000000017,3.6,0.93,0.75,12,
2021-05-17T01:00Z,52.1051,-3.668,7.930999999999983,3.6,0.93,0.23,0,
2021-05-17T02:00Z,52.1051,-3.668,8.661000000000001,3.09,0.93,0.4,2,
2021-05-17T03:00Z,52.1051,-3.668,7.86099999999999,1.03,0.93,0.39,2,
2021-05-17T04:00Z,52.1051,-3.668,7.381000000000029,1.03,1.0,0.75,12,
2021-05-17T05:00Z,52.1051,-3.668,7.511000000000024,1.61,0.97,0.5,3,
2021-05-17T06:00Z,52.1051,-3.668,8.90100000000001,1.34,0.96,0.56,12,
2021-05-17T07:00Z,52.1051,-3.668,9.781000000000006,1.34,0.91,0.86,12,
2021-05-17T08:00Z,52.1051,-3.668,11.40100000000001,1.79,0.86,0.91,12,
2021-05-17T09:00Z,52.1051,-3.668,12.180999999999983,2.24,0.84,0.92,12,
2021-05-17T10:00Z,52.1051,-3.668,13.521000000000017,1.79,0.8,0.93,11,
2021-05-17T11:00Z,52.1051,-3.668,12.771000000000017,2.68,0.76,0.92,11,
2021-05-17T12:00Z,52.1051,-3.668,13.831000000000016,2.68,0.7,0.85,7,
2021-05-17T13:00Z,52.1051,-3.668,13.62099999999998,2.68,0.62,0.35,3,
2021-05-17T14:00Z,52.1051,-3.668,13.061000000000035,3.58,0.63,0.64,3,
2021-05-17T15:00Z,52.1051,-3.668,13.62099999999998,2.68,0.67,0.74,7,
2021-05-17T16:00Z,52.1051,-3.668,13.561000000000035,0.89,0.74,0.8,11,
2021-05-17T17:00Z,52.1051,-3.668,13.581000000000016,2.24,0.62,0.77,7,
2021-05-17T18:00Z,52.1051,-3.668,13.550999999999988,2.24,0.64,0.77,7,
2021-05-17T19:00Z,52.1051,-3.668,11.601,2.24,0.77,0.9,11,
2021-05-17T20:00Z,52.1051,-3.668,11.951000000000022,9.77,0.71,0.91,11,
2021-05-17T21:00Z,52.1051,-3.668,10.941000000000033,5.14,0.76,0.93,11,
2021-05-17T22:00Z,52.1051,-3.668,9.631000000000029,3.6,0.82,0.4,2,
2021-05-17T23:00Z,52.1051,-3.668,9.011000000000024,4.12,0.82,0.2,0,
2021-05-18T00:00Z,52.1051,-3.668,9.490999999999984,5.14,0.87,0.75,12,
2021-05-18T01:00Z,52.1051,-3.668,9.781000000000006,6.17,0.82,0.75,12,
2021-05-18T02:00Z,52.1051,-3.668,9.061000000000035,7.2,0.82,0.4,2,
2021-05-18T03:00Z,52.1051,-3.668,8.61099999999999,5.66,0.87,0.4,2,
2021-05-18T04:00Z,52.1051,-3.668,8.40100000000001,3.09,0.93,0.75,12,
2021-05-18T05:00Z,52.1051,-3.668,7.021000000000015,2.25,0.97,0.77,12,
2021-05-18T06:00Z,52.1051,-3.668,7.711000000000013,1.98,1.0,0.72,12,
2021-05-18T07:00Z,52.1051,-3.668,9.691000000000033,0.89,1.0,0.33,3,
2021-05-18T08:00Z,52.1051,-3.668,9.941000000000033,3.24,0.81,0.96,12,
2021-05-18T09:00Z,52.1051,-3.668,9.781000000000006,3.93,0.77,0.97,11,
2021-05-18T10:00Z,52.1051,-3.668,9.831000000000016,3.96,0.77,0.98,11,
2021-05-18T11:00Z,52.1051,-3.668,9.680999999999983,3.85,0.78,0.98,11,
2021-05-18T12:00Z,52.1051,-3.668,9.300999999999988,3.83,0.78,0.99,11,
2021-05-18T13:00Z,52.1051,-3.668,10.131000000000029,3.54,0.81,1.0,12,
2021-05-18T14:00Z,52.1051,-3.668,10.351,3.82,0.82,0.95,12,
2021-05-18T15:00Z,52.1051,-3.668,10.800999999999988,4.0,0.82,0.88,12,
2021-05-18T16:00Z,52.1051,-3.668,10.711000000000013,4.83,0.8,0.84,11,
2021-05-18T17:00Z,52.1051,-3.668,10.841000000000008,4.27,0.86,0.87,12,
2021-05-18T18:00Z,52.1051,-3.668,8.990999999999985,3.97,0.88,0.87,12,
2021-05-18T19:00Z,52.1051,-3.668,8.221000000000004,2.97,0.92,0.86,12,
2021-05-18T20:00Z,52.1051,-3.668,6.781000000000006,1.68,0.93,1.0,12,
2021-05-18T21:00Z,52.1051,-3.668,6.100999999999999,1.28,0.94,1.0,12,
2021-05-18T22:00Z,52.1051,-3.668,6.600999999999999,1.32,0.95,1.0,12,
2021-05-18T23:00Z,52.1051,-3.668,6.561000000000036,1.35,0.95,1.0,12,
2021-05-19T00:00Z,52.1051,-3.668,6.040999999999997,1.22,0.95,1.0,12,
2021-05-19T01:00Z,52.1051,-3.668,9.071000000000026,2.06,0.87,0.75,12,
2021-05-19T02:00Z,52.1051,-3.668,5.7309999999999945,1.32,0.95,1.0,12,
2021-05-19T03:00Z,52.1051,-3.668,5.341000000000008,1.49,0.96,1.0,12,
2021-05-19T04:00Z,52.1051,-3.668,4.911000000000001,1.96,0.96,0.95,12,
2021-05-19T05:00Z,52.1051,-3.668,4.461000000000013,2.59,0.96,0.94,12,
