effective_date,hour_id,quantity,price
2021-05-08,15,-21.295002143037976,28.593295900000008
2021-05-08,16,-37.84236431393103,27.1403959
2021-05-08,17,-4.633932119855416,27.520395900000004
2021-05-08,18,28.14069337594856,29.822716500000002
2021-05-08,19,20.430798939706847,29.543316500000007
2021-05-08,20,10.926610970791842,27.674889200000003
2021-05-08,21,-59.13474284967256,27.337389200000004
2021-05-08,22,-127.860032527061,28.716024500000003
2021-05-08,23,-137.67745478529218,28.746024500000004
2021-05-09,0,42.700877784917225,28.014695100000004
2021-05-09,1,-5.263561477027849,27.6170951
2021-05-09,2,-55.9228615386333,25.792306800000002
2021-05-09,3,-104.45082966475286,25.792306800000002
2021-05-09,4,-141.88369885773466,25.694208099999997
2021-05-09,5,-171.66322751467777,26.114308100000002
2021-05-09,6,-191.15198042416557,26.086706999999997
2021-05-09,7,-176.0682945799162,25.758207
2021-05-09,8,-152.72607304388362,25.4443026
2021-05-09,9,-122.1236192756094,25.5936235
2021-05-09,10,-85.70112247503573,25.424417299999995
2021-05-09,11,-43.03911031726173,25.512217299999993
2021-05-09,12,5.687555064804286,27.53731729999999
2021-05-09,13,19.424140042665954,28.274911899999996
2021-05-09,14,31.379090750658776,27.952790800000002
2021-05-09,15,42.441383600633,28.750198300000008
2021-05-09,16,52.34187388238715,29.092495900000007
2021-05-09,17,62.029602914427755,29.092495900000007
2021-05-09,18,71.4730071648612,29.512495900000008
2021-05-09,19,45.91815912012032,28.867995900000004
2021-05-09,20,18.898194227925472,28.127995900000002
2021-05-09,21,-9.461260317644758,27.855595900000004
2021-05-09,22,-36.521584797453386,28.3039892
2021-05-09,23,-64.8639652316269,28.3039892
2021-05-10,0,85.1042314755436,28.014695100000004
2021-05-10,1,59.013447777584986,27.6170951
2021-05-10,2,24.001863698635077,25.0963081
2021-05-10,3,-12.197032325730106,25.0963081
2021-05-10,4,-49.837361051924574,25.694208099999997
2021-05-10,5,-85.09495979190322,26.114308100000002
2021-05-10,6,-117.1503928579806,25.930207
2021-05-10,7,-103.40520104118127,25.601707
2021-05-10,8,-85.70112247503573,25.4443026
2021-05-10,9,-67.83353445535167,25.5936235
2021-05-10,10,-50.86437196320159,25.424417299999995
2021-05-10,11,-29.79659091352181,25.512217299999993
2021-05-10,12,-6.897786815359751,27.53731729999999
2021-05-10,13,30.803070343792314,28.274911899999996
2021-05-10,14,65.7602071508818,27.7978884
2021-05-10,15,95.38684134542518,28.228595100000007
2021-05-10,16,118.30182485318278,27.837595900000007
2021-05-10,17,136.84202131828806,27.837595900000007
2021-05-10,18,150.62767708559244,27.9940959
2021-05-10,19,150.34922729807664,27.349595900000004
2021-05-10,20,149.6928924747985,28.383995900000006
2021-05-10,21,148.60839609304475,28.111595900000008
2021-05-10,22,147.2883431356567,28.2724905
2021-05-10,23,145.78250825440665,28.2724905
2021-05-11,0,107.81911142350964,29.474099100000004
2021-05-11,1,87.06168830098375,29.250999099999998
2021-05-11,2,63.30667760027205,24.9398081
2021-05-11,3,29.774127167825384,24.9398081
2021-05-11,4,-3.698852183696488,25.3090046
2021-05-11,5,-39.99007422552776,25.7291046
2021-05-11,6,-73.7373769500157,25.726903500000002
2021-05-11,7,-7.795753180715934,25.3984035
2021-05-11,8,56.17193349966658,25.1942013
2021-05-11,9,101.73490078972964,25.343522200000002
2021-05-11,10,128.8791899102378,25.424417299999995
2021-05-11,11,149.4467397946167,25.512217299999993
2021-05-11,12,168.09928824908684,27.53731729999999
2021-05-11,13,169.04216257043288,28.274911899999996
2021-05-11,14,167.58320986953947,28.219288400000003
2021-05-11,15,164.60280679722604,28.790995900000006
2021-05-11,16,160.34896293351096,29.379797200000006
2021-05-11,17,154.51260467414994,29.75979720000001
2021-05-11,18,146.3602647277773,29.076090500000007
2021-05-11,19,131.97083054319904,28.431590500000002
2021-05-11,20,108.64016992730188,28.499489200000003
2021-05-11,21,137.572442771199,28.3039892
2021-05-11,22,159.91748446061376,27.597890500000002
2021-05-11,23,122.33870821705307,27.597890500000002
2021-05-12,0,134.4505692463888,28.014695100000004
2021-05-12,1,102.04791841104395,27.6170951
2021-05-12,2,40.11979039821364,24.9398081
2021-05-12,3,-42.50998882816219,24.9398081
2021-05-12,4,-119.22958560221338,25.694208099999997
2021-05-12,5,-173.2998330500568,26.114308100000002
2021-05-12,6,-196.40269678432256,25.930207
2021-05-12,7,-193.7122198242652,25.601707
2021-05-12,8,-188.9644932313556,25.6008026
2021-05-12,9,-182.60073380576065,25.750123500000004
2021-05-12,10,-170.24191904372054,25.986915999999997
2021-05-12,11,-155.6404173886849,26.074715999999995
2021-05-12,12,-136.9656267826121,28.09981599999999
2021-05-12,13,-144.84487959998944,28.837410600000002
2021-05-12,14,-152.92550031552892,27.899887100000004
2021-05-12,15,-172.97545201388706,28.754889200000008
2021-05-12,16,-188.96449323135556,28.796490500000004
2021-05-12,17,-193.7122198242652,29.176490500000003
2021-05-12,18,-196.40269678432256,29.822716500000002
2021-05-12,19,-195.4218508049941,29.543316500000007
2021-05-12,20,-194.44100482566566,26.909895900000002
2021-05-12,21,-178.74538133821486,26.5723959
2021-05-12,22,-162.73654142525504,30.039010600000005
2021-05-12,23,-160.30078899860968,30.069010600000006
2021-05-13,0,-110.51504080176966,28.027195100000004
2021-05-13,1,-131.46265510903126,27.629595100000003
2021-05-13,2,-151.3632448272246,24.9398081
2021-05-13,3,-166.4502754951168,24.9398081
2021-05-13,4,-182.00201666806097,25.850708100000002
2021-05-13,5,-190.10076398870729,26.270808099999996
2021-05-13,6,-194.92320843561484,25.930207
2021-05-13,7,-194.18894384773768,25.601707
2021-05-13,8,-193.4546792598605,25.0123013
2021-05-13,9,-192.70741922968085,25.1616222
2021-05-13,10,-190.99818758324616,25.424417299999995
2021-05-13,11,-186.94275424590137,25.512217299999993
2021-05-13,12,-180.06366269745013,27.53731729999999
2021-05-13,13,-167.27467394334997,28.274911899999996
2021-05-13,14,-150.70567555408672,28.021588400000006
2021-05-13,15,-135.569755073616,28.593295900000008
2021-05-13,16,-118.83209090122436,29.07689830000001
2021-05-13,17,-101.06704791644609,29.456898300000013
2021-05-13,18,-82.95835406136851,28.64389050000001
2021-05-13,19,-102.93336325289253,27.999390500000004
2021-05-13,20,-122.31498771426999,27.456395900000004
2021-05-13,21,-77.55002130855746,27.118895900000002
2021-05-13,22,-32.67155722648633,27.2873959
2021-05-13,23,-39.217240385022706,27.3173959
2021-05-14,0,-194.8574533978945,28.128695900000004
2021-05-14,1,-194.20538260716776,27.9260959
2021-05-14,2,-193.55331181644104,24.853605900000005
2021-05-14,3,-192.90124102571428,24.853605900000005
2021-05-14,4,-191.7490273798002,25.7410059
2021-05-14,5,-190.2044928641367,26.161105900000006
2021-05-14,6,-188.80095183127997,25.545003500000004
2021-05-14,7,-183.79089007634158,25.2165035
2021-05-14,8,-174.64525360662395,25.0123013
2021-05-14,9,-164.33461105532268,25.1616222
2021-05-14,10,-154.569699266758,25.424417299999995
2021-05-14,11,-139.75020829653835,25.512217299999993
2021-05-14,12,-120.95930991995064,27.40431729999999
2021-05-14,13,-117.1952616501375,28.1544119
2021-05-14,14,-114.79626474697747,27.7978884
2021-05-14,15,-113.45243301618491,28.369595900000007
2021-05-14,16,-112.86811364260112,27.837595900000007
2021-05-14,17,-112.88302231029178,27.837595900000007
2021-05-14,18,-113.3474918456289,28.581990500000003
2021-05-14,19,-106.23950550040246,27.937490500000003
2021-05-14,20,-99.40982822764853,28.727898300000007
2021-05-14,21,-92.54905180200535,28.532398300000004
2021-05-14,22,-85.48300816528196,28.029298300000004
2021-05-14,23,-79.46618267970848,28.029298300000004
2021-05-15,0,,
2021-05-16,0,,
2021-05-17,0,,
2021-05-18,0,,
2021-05-19,0,,
2021-05-20,0,,
2021-05-21,0,,
2021-05-22,0,,
2021-05-23,0,,
2021-05-24,0,,
2021-05-25,0,,
2021-05-26,0,,
2021-05-27,0,,
2021-05-28,0,,
2021-05-29,0,,
2021-05-30,0,,
2021-05-31,0,,
2021-06-01,0,,
2021-06-02,0,,
2021-06-03,0,,
2021-06-04,0,,
2021-06-05,0,,
2021-06-06,0,,
2021-06-07,0,,
2021-06-08,0,,
2021-06-09,0,,
2021-06-10,0,,
2021-06-11,0,,
2021-06-12,0,,
2021-06-13,0,,
2021-06-14,0,,
2021-06-15,0,,
2021-06-16,0,,
2021-06-17,0,-199.42742851945835,28.128695900000004
2021-06-17,1,-198.39726626183963,27.9260959
2021-06-17,2,-197.36710400422092,25.163508099999998
2021-06-17,3,-196.3369417466022,25.163508099999998
2021-06-17,4,-195.3067794889835,25.917908099999995
2021-06-17,5,-194.2766172313648,26.338008099999996
2021-06-17,6,-193.2464549737461,26.4892057
2021-06-17,7,-189.09299004570067,26.164205699999997
2021-06-17,8,-184.26689499141995,25.4443026
2021-06-17,9,-175.1995087073176,25.5936235
2021-06-17,10,-156.25087930082344,25.5809173
2021-06-17,11,-125.00669260146375,25.668717299999994
2021-06-17,12,-89.19735837650634,27.53731729999999
2021-06-17,13,-64.11032165761691,28.274911899999996
2021-06-17,14,-43.707428113806344,27.662288200000003
2021-06-17,15,-70.06599660810338,28.517290300000003
2021-06-17,16,-102.23722855487051,29.092495900000007
2021-06-17,17,-95.4336664632517,29.092495900000007
2021-06-17,18,-88.84967383044189,29.75979720000001
2021-06-17,19,-94.19471779469981,29.115297200000004
2021-06-17,20,-99.60520284339592,28.597298300000006
2021-06-17,21,-104.95359113638688,28.129398300000005
2021-06-17,22,-110.33325114320517,27.365095900000007
2021-06-17,23,-116.02105454270074,27.29559590000001
2021-06-18,0,-200.0,28.1556959
2021-06-18,1,-200.0,27.758095899999997
2021-06-18,2,-200.0,24.9398081
2021-06-18,3,-200.0,24.9398081
2021-06-18,4,-200.0,25.850708100000002
2021-06-18,5,-200.0,26.270808099999996
2021-06-18,6,-200.0,26.086706999999997
2021-06-18,7,-198.534255923757,25.758207
2021-06-18,8,-196.52324768680984,25.4443026
2021-06-18,9,-194.43133940603897,25.5936235
2021-06-18,10,-190.44915169243342,25.424417299999995
2021-06-18,11,-181.5535857406476,25.512217299999993
2021-06-18,12,-171.72215904213968,27.53731729999999
2021-06-18,13,-156.38924758118094,28.274911899999996
2021-06-18,14,-141.46710998715986,27.954388400000003
2021-06-18,15,-127.32149359627886,28.526095900000005
2021-06-18,16,-110.00640713088931,27.696595100000003
2021-06-18,17,-92.49817251494706,27.696595100000003
2021-06-18,18,-75.26441045156784,27.696595100000003
2021-06-18,19,-64.20801578831399,27.052095100000006
2021-06-18,20,-52.10368804389813,27.000595100000005
2021-06-18,21,-41.41951775197518,26.728195100000008
2021-06-18,22,-31.008891383907013,28.111595900000008
2021-06-18,23,-21.127407993231685,28.042095900000007
2021-06-19,0,-192.08648870255018,28.027195100000004
2021-06-19,1,-189.45511743158235,27.629595100000003
2021-06-19,2,-187.0603114481393,24.9398081
2021-06-19,3,-184.42044496402588,24.9398081
2021-06-19,4,-180.4780198920683,25.694208099999997
2021-06-19,5,-175.31796388490756,26.114308100000002
2021-06-19,6,-169.92000411597667,25.930207
2021-06-19,7,-155.91785832266166,25.601707
2021-06-19,8,-138.88200424473715,25.1942013
2021-06-19,9,-119.85741480665604,25.343522200000002
2021-06-19,10,-98.03402530947186,25.424417299999995
2021-06-19,11,-67.95146710179702,25.512217299999993
2021-06-19,12,-38.93086585892834,27.53731729999999
2021-06-19,13,-36.789020006656926,28.274911899999996
2021-06-19,14,-35.48506266141226,28.506889700000002
2021-06-19,15,-34.84901479277991,29.304297200000004
2021-06-19,16,-34.75782411544256,27.91028920000001
2021-06-19,17,-35.19782425303933,28.290289200000007
2021-06-19,18,-36.00016832927733,29.342816500000005
2021-06-19,19,-65.77179324640952,29.342816500000005
2021-06-19,20,-90.18530256794169,27.834817300000005
2021-06-19,21,-112.64958828828726,27.929317300000008
2021-06-19,22,-131.73144111067376,28.98542400000001
2021-06-19,23,-149.03990059593286,29.015424000000007
2021-06-20,0,-200.0,28.014695100000004
2021-06-20,1,-200.0,27.6170951
2021-06-20,2,-200.0,24.5546046
2021-06-20,3,-200.0,24.5546046
2021-06-20,4,-200.0,25.694208099999997
2021-06-20,5,-200.0,26.114308100000002
2021-06-20,6,-200.0,25.545003500000004
2021-06-20,7,-200.0,25.2165035
2021-06-20,8,-200.0,25.0123013
2021-06-20,9,-199.92361544173116,25.1616222
2021-06-20,10,-198.0759318887537,25.2914173
2021-06-20,11,-192.94233503400625,25.37921729999999
2021-06-20,12,-187.08504529893543,27.693817299999992
2021-06-20,13,-178.69195487694734,28.431411899999997
2021-06-20,14,-168.16042534892,28.6383897
2021-06-20,15,-150.06051518544865,29.435797200000007
2021-06-20,16,-129.08902909931544,28.061295900000005
2021-06-20,17,-102.73257906941714,28.061295900000005
2021-06-20,18,-74.43990382647898,28.345995900000002
2021-06-20,19,-69.15075036807528,27.7014959
2021-06-20,20,-63.89982810145784,28.127995900000002
2021-06-20,21,-58.18912516580667,27.855595900000004
2021-06-20,22,-52.94573140323092,27.080395900000003
2021-06-20,23,-48.25755393793435,27.010895900000005
2021-06-21,0,-126.57789290956956,28.014695100000004
2021-06-21,1,-120.78898016038798,27.6170951
2021-06-21,2,-114.70787242810263,24.5546046
2021-06-21,3,-109.61459078299362,24.5546046
2021-06-21,4,-103.48265501329769,25.694208099999997
2021-06-21,5,-96.82511312594411,26.114308100000002
2021-06-21,6,-89.33809857383088,25.930207
2021-06-21,7,-87.62063763828871,25.601707
2021-06-21,8,-85.90317670274653,25.1942013
2021-06-21,9,-84.11274507469646,25.343522200000002
2021-06-21,10,-80.7252666947378,25.424417299999995
2021-06-21,11,-74.70667799942123,25.512217299999993
2021-06-21,12,-67.99462117947928,27.53731729999999
2021-06-21,13,-61.65337041453131,28.274911899999996
2021-06-21,14,-56.24213238812388,27.7978884
2021-06-21,15,-51.559270575893294,28.228595100000007
2021-06-21,16,-47.46871247732389,29.06172450000001
2021-06-21,17,-43.84062600932529,29.44172450000001
2021-06-21,18,-40.611262183393876,29.01539050000001
2021-06-21,19,-39.87495465332654,28.370890500000005
2021-06-21,20,-39.45629670686873,28.261890300000005
2021-06-21,21,-39.31168044569381,28.066390300000002
2021-06-21,22,-39.38817031778362,28.549898300000006
2021-06-21,23,-39.61994564333844,28.549898300000006
2021-06-22,0,-174.28302499524048,28.027195100000004
2021-06-22,1,-160.84169863503297,27.629595100000003
2021-06-22,2,-147.33783787405767,24.9398081
2021-06-22,3,-129.90385702115947,24.9398081
2021-06-22,4,-111.7156408268043,25.694208099999997
2021-06-22,5,-91.40915440786691,26.114308100000002
2021-06-22,6,-67.32019331365512,25.547207
2021-06-22,7,-46.0353962400429,25.218707
2021-06-22,8,-22.847654729405406,25.4443026
2021-06-22,9,0.7349174975970243,25.5936235
2021-06-22,10,30.813489139950235,25.424417299999995
2021-06-22,11,73.96833884562125,25.512217299999993
2021-06-22,12,120.51250148452812,28.501025099999996
2021-06-22,13,138.80208671494165,28.8943197
2021-06-22,14,152.33566368479245,26.309793799999998
2021-06-22,15,118.00422118771968,27.173895899999998
2021-06-22,16,77.48247761999818,26.886395900000004
2021-06-22,17,76.37426036594474,27.266395900000003
2021-06-22,18,74.96331639076084,29.45389830000001
2021-06-22,19,60.34971815748105,28.80939830000001
2021-06-22,20,46.16023289118161,27.873490500000006
2021-06-22,21,31.411691666519516,27.535990500000008
2021-06-22,22,14.957122834771127,27.677990500000007
2021-06-22,23,-0.7630744878429425,27.677990500000007
2021-06-23,0,-187.75644226991653,28.014695100000004
2021-06-23,1,-184.65076992293476,27.6170951
2021-06-23,2,-179.7160215040719,24.736504600000004
2021-06-23,3,-173.27395957781513,24.736504600000004
2021-06-23,4,-166.6769538279519,25.694208099999997
2021-06-23,5,-160.29680112439434,26.114308100000002
2021-06-23,6,-154.37448514657672,25.930207
2021-06-23,7,-142.16544016678301,25.601707
2021-06-23,8,-129.2868327780435,25.1942013
2021-06-23,9,-114.49227806793262,25.343522200000002
2021-06-23,10,-82.23300450986642,25.424417299999995
2021-06-23,11,-21.140402496111307,25.512217299999993
2021-06-23,12,44.68394538736095,27.53731729999999
2021-06-23,13,63.095267169477154,28.274911899999996
2021-06-23,14,74.8142021968705,27.7978884
2021-06-23,15,27.50421762307863,28.369595900000007
2021-06-23,16,-28.98910342074109,27.480289200000005
2021-06-23,17,-35.21328967016893,27.860289200000008
2021-06-23,18,-42.2001276533104,29.822716500000002
2021-06-23,19,-43.03471377422224,29.543316500000007
2021-06-23,20,-45.11920617458151,27.021495900000005
2021-06-23,21,-102.38810186742519,26.683995900000003
2021-06-23,22,-159.58788522653288,28.840816500000003
2021-06-23,23,-161.95151460087249,28.8708165
2021-06-24,0,,
2021-06-25,0,-200.0,28.128695900000004
2021-06-25,1,-200.0,27.9260959
2021-06-25,2,-200.0,24.7406046
2021-06-25,3,-200.0,24.7406046
2021-06-25,4,-200.0,25.3090046
2021-06-25,5,-200.0,25.7291046
2021-06-25,6,-200.0,25.545003500000004
2021-06-25,7,-200.0,25.2165035
2021-06-25,8,-200.0,25.1942013
2021-06-25,9,-199.94820475495644,25.343522200000002
2021-06-25,10,-198.39082217740483,25.424417299999995
2021-06-25,11,-194.21372804651136,25.512217299999993
2021-06-25,12,-189.25737160022604,27.40431729999999
2021-06-25,13,-182.1361071637418,28.1544119
2021-06-25,14,-174.96267049821083,27.7978884
2021-06-25,15,-163.7070095124404,28.228595100000007
2021-06-25,16,-144.1595796557381,29.092495900000007
2021-06-25,17,-124.03518943561184,29.092495900000007
2021-06-25,18,-98.31875708346425,28.970390300000005
2021-06-25,19,-81.95419642681182,28.325890300000005
2021-06-25,20,-62.25515446812142,27.768589200000005
2021-06-25,21,-41.34816118240158,27.431089200000006
2021-06-25,22,-21.964576806846765,26.8648959
2021-06-25,23,-0.43531608049079296,26.8948959
2021-06-26,0,-30.541502039134315,28.575895900000006
2021-06-26,1,-19.5684660632063,28.373295900000002
2021-06-26,2,-7.604149354978631,24.9398081
2021-06-26,3,4.23836082464436,24.9398081
2021-06-26,4,15.04750477802105,25.694208099999997
2021-06-26,5,25.835351710726172,26.114308100000002
2021-06-26,6,36.61051180035571,25.930207
2021-06-26,7,23.716654452309854,25.601707
2021-06-26,8,10.635031766152224,25.4443026
2021-06-26,9,-2.857498816112468,25.5936235
2021-06-26,10,-15.705859159642444,25.424417299999995
2021-06-26,11,-24.692417028650397,25.512217299999993
2021-06-26,12,-34.43276921935299,27.76101729999999
2021-06-26,13,-9.77050112587375,28.4986119
2021-06-26,14,13.462884571613216,27.273888400000004
2021-06-26,15,35.20648116131167,28.128890500000008
2021-06-26,16,55.47466037384288,27.91028920000001
2021-06-26,17,75.9702249197291,28.290289200000007
2021-06-26,18,94.69775491617384,29.092495900000007
2021-06-26,19,64.32104275427088,28.447995900000006
2021-06-26,20,33.39331824359809,29.051297200000004
2021-06-26,21,-0.21796548774813118,28.583397200000004
2021-06-26,22,-33.88012751737364,28.066390300000002
2021-06-26,23,-67.49348170443665,28.066390300000002
2021-06-27,0,-99.85711959868746,27.8452951
2021-06-27,1,-95.39105601045735,27.4476951
2021-06-27,2,-90.44939682624045,24.9398081
2021-06-27,3,-84.94341912112009,24.9398081
2021-06-27,4,-79.89509970604597,25.60800590000001
2021-06-27,5,-75.09304529287861,26.0281059
2021-06-27,6,-70.4002401638352,25.977004800000003
2021-06-27,7,-50.69337254212655,25.648504800000005
2021-06-27,8,-28.65364686588771,25.4443026
2021-06-27,9,-7.56177921691642,25.5936235
2021-06-27,10,14.701869874948244,25.424417299999995
2021-06-27,11,38.615270657099046,25.512217299999993
2021-06-27,12,64.14238736788684,27.53731729999999
2021-06-27,13,63.34360253102187,28.274911899999996
2021-06-27,14,61.45488348772676,27.7978884
2021-06-27,15,58.79194835513988,28.228595100000007
2021-06-27,16,55.68333378173017,27.696595100000003
2021-06-27,17,52.202250094543075,27.696595100000003
2021-06-27,18,48.56996145501492,27.696595100000003
2021-06-27,19,49.31080998048381,27.052095100000006
2021-06-27,20,49.74407415833275,27.285595900000004
2021-06-27,21,49.91227549570564,27.013195900000007
2021-06-27,22,49.86624461572018,26.856695900000005
2021-06-27,23,49.66851701136514,26.787195900000007
2021-06-28,0,-97.3987359721388,28.065295100000004
2021-06-28,1,-80.15993985842863,27.6676951
2021-06-28,2,-64.13296111921159,24.7406046
2021-06-28,3,-48.55334381662186,24.7406046
2021-06-28,4,-30.641092325216675,25.3090046
2021-06-28,5,-14.364429114719627,25.7291046
2021-06-28,6,3.0089222187077382,25.545003500000004
2021-06-28,7,21.135991025323733,25.2165035
2021-06-28,8,38.96275122486372,25.4443026
2021-06-28,9,57.423792290741574,25.5936235
2021-06-28,10,74.16885606254033,25.5809173
2021-06-28,11,90.35457971038238,25.668717299999994
2021-06-28,12,107.1600662908723,27.53731729999999
2021-06-28,13,116.20696369981289,28.274911899999996
2021-06-28,14,123.73164860794577,27.7978884
2021-06-28,15,129.5479534296752,28.369595900000007
2021-06-28,16,134.5372672752328,29.092495900000007
2021-06-28,17,138.6439156236953,29.092495900000007
2021-06-28,18,142.9037766464274,29.527297200000007
2021-06-28,19,137.05419944167483,28.882797200000006
2021-06-28,20,129.5841510582668,29.72821650000001
2021-06-28,21,118.89893255455269,29.424716500000002
2021-06-28,22,107.42882992264424,26.9287892
2021-06-28,23,95.99792558596505,26.9287892
2021-06-29,0,-97.89041269744848,28.014695100000004
2021-06-29,1,-87.87320542292727,27.6170951
2021-06-29,2,-77.51153833460225,25.224004599999997
2021-06-29,3,-67.96186974077597,25.224004599999997
2021-06-29,4,-58.42364224187068,25.838104600000005
2021-06-29,5,-49.28095358329347,26.2582046
2021-06-29,6,-39.04318071913187,26.0741035
2021-06-29,7,-47.31736257163578,25.4003102
2021-06-29,8,-54.78062195708415,25.181208
2021-06-29,9,-62.24077233203886,25.3305289
2021-06-29,10,-68.47213827998792,25.667416
2021-06-29,11,-72.08064871176043,25.75521599999999
2021-06-29,12,-75.12672807962238,27.682515999999993
2021-06-29,13,-79.93730666151241,27.9192106
2021-06-29,14,-84.21380272931705,27.848488400000004
2021-06-29,15,-88.62647440371852,28.279195100000006
2021-06-29,16,-92.37468381449865,27.747195100000003
2021-06-29,17,-97.68091644064494,27.747195100000003
2021-06-29,18,-102.93891946166258,27.747195100000003
2021-06-29,19,-105.25015860559985,27.102695100000005
2021-06-29,20,-107.85123066271021,27.038695100000005
2021-06-29,21,-110.67644840042621,26.766295100000008
2021-06-29,22,-113.71431931034675,26.766295100000008
2021-06-29,23,-117.23531179376208,26.69679510000001
2021-06-30,0,-200.0,28.014695100000004
2021-06-30,1,-199.90413562821712,27.6170951
2021-06-30,2,-199.73428536215326,24.9398081
2021-06-30,3,-199.50962231660876,24.9398081
2021-06-30,4,-199.28495927106425,25.3090046
2021-06-30,5,-199.06029622551975,25.7291046
2021-06-30,6,-198.83563317997525,25.977004800000003
2021-06-30,7,-196.90133915370183,25.648504800000005
2021-06-30,8,-194.9670451274284,25.311302599999998
2021-06-30,9,-193.032751101155,25.460623499999997
2021-06-30,10,-187.8284740988213,25.424417299999995
2021-06-30,11,-179.71017172945565,25.512217299999993
2021-06-30,12,-167.59272886763492,27.53731729999999
2021-06-30,13,-163.7982091846204,28.274911899999996
2021-06-30,14,-160.92468822249106,27.7978884
2021-06-30,15,-158.75558860467711,28.228595100000007
2021-06-30,16,-157.14146680137316,29.379797200000006
2021-06-30,17,-155.9871608861343,29.75979720000001
2021-06-30,18,-155.21361299678944,27.266395900000003
2021-06-30,19,-161.21798594675636,27.266395900000003
2021-06-30,20,-165.6709842232378,26.909895900000002
2021-06-30,21,-168.20535211514516,26.5723959
2021-06-30,22,-170.45209844663702,28.840816500000003
2021-06-30,23,-172.84979204138585,28.8708165
2021-07-01,0,-200.0,28.014695100000004
2021-07-01,1,-200.0,27.6170951
2021-07-01,2,-200.0,24.9398081
2021-07-01,3,-200.0,24.9398081
2021-07-01,4,-200.0,25.850708100000002
2021-07-01,5,-200.0,26.270808099999996
2021-07-01,6,-200.0,26.086706999999997
2021-07-01,7,-200.0,25.758207
2021-07-01,8,-200.0,25.7221013
2021-07-01,9,-200.0,25.8714222
2021-07-01,10,-193.9693922335319,25.424417299999995
2021-07-01,11,-175.30169278739066,25.512217299999993
2021-07-01,12,-151.4270126450073,27.53731729999999
